"VBELN";"ERDAT";"ERNAM";"VKORG";"KUNNR";"POSNR";"ARKTX";"NETWR";"WAERK";"KWMENG"
"9536";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"SEC Multisync XV15";"13142.4E0";"EUR";"12.0E0"
"9536";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"Jotachi SN5000";"16408.4E0";"EUR";"19.0E0"
"9537";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Sunny Tetral3";"7559.2E0";"EUR";"8.0E0"
"9538";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Flatscreen LE 64P";"35200.0E0";"EUR";"32.0E0"
"9538";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"SEC Multisync XV15";"45689.6E0";"EUR";"44.0E0"
"9538";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Flatscreen MS 1785P";"71709.0E0";"EUR";"55.0E0"
"9538";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Jotachi SN5000";"41481.0E0";"EUR";"55.0E0"
"9539";"2006-11-11 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Sunny Tetral3";"50416.5E0";"EUR";"57.0E0"
"9565";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"44200.0E0";"EUR";"17.0E0"
"9566";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"66000.0E0";"EUR";"22.0E0"
"9567";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"94550.0E0";"EUR";"31.0E0"
"9568";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"33800.0E0";"EUR";"13.0E0"
"9569";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"60000.0E0";"EUR";"20.0E0"
"9570";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"97600.0E0";"EUR";"32.0E0"
"9571";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"45000.0E0";"EUR";"15.0E0"
"9572";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"61200.0E0";"EUR";"18.0E0"
"9573";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"100050.0E0";"EUR";"29.0E0"
"9574";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"75000.0E0";"EUR";"25.0E0"
"9575";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"85000.0E0";"EUR";"25.0E0"
"9576";"2006-11-18 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"138000.0E0";"EUR";"40.0E0"
"9578";"2006-11-21 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""PAQ Bildschirm, 20"", Farbe"";"6161.0E0";"EUR";"5.0E0"
"9580";"2006-11-24 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""TFT Bildschirm, 17""1"";"3246.5E0";"EUR";"5.0E0"
"9581";"2006-11-24 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""TFT Bildschirm, 17""1"";"18829.7E0";"EUR";"29.0E0"
"9582";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"SIM-Modul 8M x 36, 70 ns";"6411.9E0";"EUR";"67.0E0"
"9582";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Festplatte 21.13 GB /  ATA-2";"92158.0E0";"EUR";"355.0E0"
"9582";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"Tastatur Professional - Modell MAXITEC";"23018.0E0";"EUR";"340.0E0"
"9583";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"CrossFun / 350 cm3";"334824.0E0";"USD";"48.0E0"
"9584";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"SEC Multisync XV 17";"12956.0E0";"EUR";"10.0E0"
"9584";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Jotachi SN 7000";"13345.5E0";"EUR";"15.0E0"
"9584";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"MAG DX 15F/Fe";"10236.2E0";"EUR";"13.0E0"
"9584";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Sunny Extrem";"2033.0E0";"EUR";"2.0E0"
"9585";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Flatscreen MS 1575P";"8990.4E0";"EUR";"8.0E0"
"9586";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"MAG DX 15F/Fe";"32890.0E0";"EUR";"44.0E0"
"9586";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2004";"20";"Jotachi SN 7000";"44968.0E0";"EUR";"55.0E0"
"9586";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2004";"30";"Flatscreen MS 1575P";"45000.0E0";"EUR";"36.0E0"
"9586";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2004";"40";"SEC Multisync XV 17";"58632.0E0";"EUR";"48.0E0"
"9587";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Sunny Extrem";"60492.6E0";"EUR";"63.0E0"
"9588";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1032";"10";"Pumpe PRECISION 103";"116319.0E0";"EUR";"35.0E0"
"9588";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1032";"20";"Pumpe PRECISION 102";"85038.8E0";"EUR";"28.0E0"
"9588";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1032";"30";"Pumpe PRECISION 104";"99046.6E0";"EUR";"29.0E0"
"9588";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1032";"40";"Pumpe Standard IDESNORM 100-402";"242090.4E0";"EUR";"76.0E0"
"9589";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1320";"10";"Pumpe PRECISION 101";"123243.2E0";"EUR";"46.0E0"
"9590";"2006-11-26 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""PAQ Bildschirm, 20"", Farbe"";"6161.0E0";"EUR";"5.0E0"
"9619";"2006-12-02 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Tastatur Profesional - Modell NATURAL";"21098.4E0";"EUR";"236.0E0"
"9619";"2006-12-02 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Festplatte 10.80 GB / SCSI-2-Fast";"65828.2E0";"EUR";"298.0E0"
"9619";"2006-12-02 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"SIM-Modul 4M x 36, 70 ns";"5296.5E0";"EUR";"99.0E0"
"9619";"2006-12-02 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"Tastatur Standard - Modell EURO";"23440.45E0";"EUR";"391.0E0"
"9621";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1900";"10";""Scheinwerfer ""Deluxe"""";"43440.0E0";"EUR";"724.0E0"
"9621";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1900";"20";"Motorradhelm - Standard";"99300.0E0";"EUR";"331.0E0"
"9622";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"MAG DX 17F";"9111.3E0";"EUR";"11.0E0"
"9622";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen LE 50 P";"4948.9E0";"EUR";"11.0E0"
"9622";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Sunny Sunny 01";"5154.0E0";"EUR";"6.0E0"
"9622";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Flatscreen MS 1585";"9620.8E0";"EUR";"8.0E0"
"9623";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Jotachi SN4000";"17301.6E0";"EUR";"12.0E0"
"9624";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Flatscreen LE 50 P";"13668.6E0";"EUR";"33.0E0"
"9624";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Jotachi SN4000";"64206.8E0";"EUR";"46.0E0"
"9624";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"MAG DX 17F";"32642.4E0";"EUR";"42.0E0"
"9624";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Flatscreen MS 1585";"47207.4E0";"EUR";"41.0E0"
"9625";"2006-12-03 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Sunny Sunny 01";"30835.8E0";"EUR";"37.0E0"
"9631";"2006-12-04 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Tastatur Standard - Modell EURO-Special";"20142.0E0";"EUR";"360.0E0"
"9631";"2006-12-04 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"8572.8E0";"EUR";"114.0E0"
"9631";"2006-12-04 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"Festplatte 21.49 GB / SCSI-2-Fast";"46910.3E0";"EUR";"167.0E0"
"9631";"2006-12-04 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Prozessor  700  MHz";"17118.2E0";"EUR";"62.0E0"
"9633";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";""R³cklicht ""Deluxe"""";"13020.0E0";"EUR";"434.0E0"
"9633";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2300";"20";""Benzintank ""Deluxe""-Zierstreifen"";"17700.0E0";"EUR";"708.0E0"
"9634";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Sunny Xa1";"5884.2E0";"EUR";"6.0E0"
"9634";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Flatscreen MS 1775P";"15204.0E0";"EUR";"12.0E0"
"9634";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"MAG PA/DX 175";"10424.4E0";"EUR";"12.0E0"
"9634";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Flatscreen MS 1460 P";"9449.0E0";"EUR";"11.0E0"
"9635";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Jotachi SN4500";"11502.4E0";"EUR";"16.0E0"
"9636";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Flatscreen MS 1775P";"46858.5E0";"EUR";"39.0E0"
"9636";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2200";"20";"Jotachi SN4500";"29224.8E0";"EUR";"44.0E0"
"9636";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2200";"30";"Flatscreen MS 1460 P";"60200.0E0";"EUR";"43.0E0"
"9636";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2200";"40";"MAG PA/DX 175";"37609.6E0";"EUR";"46.0E0"
"9637";"2006-12-05 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Sunny Xa1";"40542.6E0";"EUR";"42.0E0"
"9638";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"9639";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"9640";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"9641";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"9642";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"9643";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"9644";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"9645";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"9646";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"9647";"2006-12-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"9653";"2006-12-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Festplatte 42.94 GB / SCSI-2-Fast";"26987.4E0";"EUR";"87.0E0"
"9653";"2006-12-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"SIM-Modul 256 MB 16M x 32, 70 ns";"11849.4E0";"EUR";"87.0E0"
"9653";"2006-12-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Tastatur Professional - Modell PROFITEC";"18915.0E0";"EUR";"291.0E0"
"9653";"2006-12-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"Prozessor  500 MHz";"28249.2E0";"EUR";"177.0E0"
"9664";"2006-12-10 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Tastatur Professional - Modell MAXITEC";"19700.7E0";"EUR";"291.0E0"
"9664";"2006-12-10 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"Festplatte 21.13 GB /  ATA-2";"78918.4E0";"EUR";"304.0E0"
"9664";"2006-12-10 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"SIM-Modul 8M x 36, 70 ns";"5550.6E0";"EUR";"58.0E0"
"9666";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"57200.0E0";"EUR";"22.0E0"
"9667";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"51000.0E0";"EUR";"17.0E0"
"9668";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"76250.0E0";"EUR";"25.0E0"
"9669";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"54600.0E0";"EUR";"21.0E0"
"9670";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"45000.0E0";"EUR";"15.0E0"
"9671";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"82350.0E0";"EUR";"27.0E0"
"9672";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"60000.0E0";"EUR";"20.0E0"
"9673";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"54400.0E0";"EUR";"16.0E0"
"9674";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"100050.0E0";"EUR";"29.0E0"
"9675";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"90000.0E0";"EUR";"30.0E0"
"9676";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"74800.0E0";"EUR";"22.0E0"
"9677";"2006-12-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"127650.0E0";"EUR";"37.0E0"
"9678";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"1174";"10";"CrossFun / 350 cm3";"385000.0E0";"EUR";"55.0E0"
"9680";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Sunny Extrem";"1016.5E0";"EUR";"1.0E0"
"9681";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Jotachi SN 7000";"38427.2E0";"EUR";"47.0E0"
"9681";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Flatscreen MS 1575P";"38750.0E0";"EUR";"31.0E0"
"9681";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Sunny Extrem";"51850.8E0";"EUR";"54.0E0"
"9681";"2006-12-11 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"MAG DX 15F/Fe";"28405.0E0";"EUR";"38.0E0"
"9696";"2006-12-16 00:00:00.000000000";"MAASSBERG";"1000";"1321";"10";"Pumpe PRECISION 104";"85385.0E0";"EUR";"25.0E0"
"9696";"2006-12-16 00:00:00.000000000";"MAASSBERG";"1000";"1321";"20";"Pumpe PRECISION 103";"99702.0E0";"EUR";"30.0E0"
"9696";"2006-12-16 00:00:00.000000000";"MAASSBERG";"1000";"1321";"30";"Pumpe Standard IDESNORM 100-402";"207051.0E0";"EUR";"65.0E0"
"9696";"2006-12-16 00:00:00.000000000";"MAASSBERG";"1000";"1321";"40";"Pumpe PRECISION 101";"107168.0E0";"EUR";"40.0E0"
"9697";"2006-12-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"10";"Pumpe PRECISION 102";"72890.4E0";"EUR";"24.0E0"
"9700";"2006-12-19 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";""PAQ Bildschirm, 20"", Farbe"";"4928.8E0";"EUR";"4.0E0"
"9701";"2006-12-19 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";""PAQ Bildschirm, 20"", Farbe"";"24644.0E0";"EUR";"20.0E0"
"9702";"2006-12-22 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";""TFT Bildschirm, 17""1"";"2597.2E0";"EUR";"4.0E0"
"9706";"2007-01-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Tastatur Profesional - Modell NATURAL";"21098.4E0";"EUR";"236.0E0"
"9706";"2007-01-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Festplatte 10.80 GB / SCSI-2-Fast";"65828.2E0";"EUR";"298.0E0"
"9706";"2007-01-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"SIM-Modul 4M x 36, 70 ns";"5296.5E0";"EUR";"99.0E0"
"9706";"2007-01-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"Tastatur Standard - Modell EURO";"23440.45E0";"EUR";"391.0E0"
"9707";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"9708";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"9709";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"9710";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"9711";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"9712";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"9713";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"9714";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"9715";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"9716";"2007-01-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"9717";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1900";"10";""Scheinwerfer ""Deluxe"""";"43440.0E0";"EUR";"724.0E0"
"9717";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1900";"20";"Motorradhelm - Standard";"99300.0E0";"EUR";"331.0E0"
"9718";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"MAG DX 17F";"9111.3E0";"EUR";"11.0E0"
"9718";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen LE 50 P";"4948.9E0";"EUR";"11.0E0"
"9718";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Sunny Sunny 01";"5154.0E0";"EUR";"6.0E0"
"9718";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Flatscreen MS 1585";"9620.8E0";"EUR";"8.0E0"
"9719";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Jotachi SN4000";"17301.6E0";"EUR";"12.0E0"
"9720";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Flatscreen LE 50 P";"13668.6E0";"EUR";"33.0E0"
"9720";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Jotachi SN4000";"64206.8E0";"EUR";"46.0E0"
"9720";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"MAG DX 17F";"32642.4E0";"EUR";"42.0E0"
"9720";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Flatscreen MS 1585";"47207.4E0";"EUR";"41.0E0"
"9721";"2007-01-07 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Sunny Sunny 01";"30835.8E0";"EUR";"37.0E0"
"9722";"2007-01-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Tastatur Standard - Modell EURO-Special";"20142.0E0";"EUR";"360.0E0"
"9722";"2007-01-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"8572.8E0";"EUR";"114.0E0"
"9722";"2007-01-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"Festplatte 21.49 GB / SCSI-2-Fast";"46910.3E0";"EUR";"167.0E0"
"9722";"2007-01-08 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Prozessor  700  MHz";"17118.2E0";"EUR";"62.0E0"
"9728";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";""R³cklicht ""Deluxe"""";"13020.0E0";"EUR";"434.0E0"
"9728";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2300";"20";""Benzintank ""Deluxe""-Zierstreifen"";"17700.0E0";"EUR";"708.0E0"
"9729";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Sunny Xa1";"5884.2E0";"EUR";"6.0E0"
"9729";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Flatscreen MS 1775P";"15204.0E0";"EUR";"12.0E0"
"9729";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"MAG PA/DX 175";"10424.4E0";"EUR";"12.0E0"
"9729";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Flatscreen MS 1460 P";"9449.0E0";"EUR";"11.0E0"
"9730";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Jotachi SN4500";"11502.4E0";"EUR";"16.0E0"
"9731";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Flatscreen MS 1775P";"46858.5E0";"EUR";"39.0E0"
"9731";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2200";"20";"Jotachi SN4500";"29224.8E0";"EUR";"44.0E0"
"9731";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2200";"30";"Flatscreen MS 1460 P";"60200.0E0";"EUR";"43.0E0"
"9731";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2200";"40";"MAG PA/DX 175";"37609.6E0";"EUR";"46.0E0"
"9732";"2007-01-09 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Sunny Xa1";"40542.6E0";"EUR";"42.0E0"
"9734";"2007-01-12 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Festplatte 42.94 GB / SCSI-2-Fast";"26987.4E0";"EUR";"87.0E0"
"9734";"2007-01-12 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"SIM-Modul 256 MB 16M x 32, 70 ns";"11849.4E0";"EUR";"87.0E0"
"9734";"2007-01-12 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Tastatur Professional - Modell PROFITEC";"18915.0E0";"EUR";"291.0E0"
"9734";"2007-01-12 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"Prozessor  500 MHz";"28249.2E0";"EUR";"177.0E0"
"9739";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"SunFun / 1200 cm3";"881902.5E0";"USD";"59.0E0"
"9740";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"SEC Multisync XV15";"12047.2E0";"EUR";"11.0E0"
"9740";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Jotachi SN5000";"13817.6E0";"EUR";"16.0E0"
"9740";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Sunny Tetral3";"5669.4E0";"EUR";"6.0E0"
"9740";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"Flatscreen LE 64P";"11468.8E0";"EUR";"16.0E0"
"9741";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"Flatscreen MS 1785P";"20185.5E0";"EUR";"15.0E0"
"9742";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen LE 64P";"30800.0E0";"EUR";"28.0E0"
"9742";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2140";"20";"SEC Multisync XV15";"39459.2E0";"EUR";"38.0E0"
"9742";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2140";"30";"Flatscreen MS 1785P";"61278.6E0";"EUR";"47.0E0"
"9742";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2140";"40";"Sunny Tetral3";"43340.5E0";"EUR";"49.0E0"
"9743";"2007-01-13 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Jotachi SN5000";"35447.4E0";"EUR";"47.0E0"
"9745";"2007-01-14 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Tastatur Professional - Modell MAXITEC";"19700.7E0";"EUR";"291.0E0"
"9745";"2007-01-14 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"Festplatte 21.13 GB /  ATA-2";"78918.4E0";"EUR";"304.0E0"
